ID,Molecule_max_phase,Molecular weight,RO5_violations,AlogP,Label,features_5,features_7,features_8,features_9,features_10,features_11,features_12,features_3152,features_3153,features_3154,features_3155,features_3156,features_3157,features_3158,features_3159,features_3160,features_3161,features_3162,features_3163,features_3164,features_3165,features_3166,features_3167,features_3168
5176,0,0.217250126,0,0.713009492,3.583518938,0,0,0,5,0,0,8,467.1569095,1,1.794117647,2.529411765,447.291,0.462071087,0.282894844,0.282894844,-0.462071087,0,174,467.451,4.2124,7,2,85.86,2
3208,0,0.154728271,0,0.659966499,8.853665428,0,1,0,2,0,0,7,354.0328723,1.173913043,1.826086957,2.391304348,339.691,0.481262932,0.341222737,0.341222737,-0.481262932,0,122,354.811,3.264,5,1,80.67,6
5273,0,0.205249749,0,0.668900056,-0.223143551,0,2,0,4,0,0,3,445.1128518,1.3,2,2.6,426.677,0.495841355,0.420946045,0.420946045,-0.495841355,0,162,445.829,3.4151,8,2,88.61,5
1353,0,0.135029224,0,0.703517588,12.10625231,0,1,0,0,0,0,9,319.0956913,1.166666667,2.083333333,2.875,306.216,0.458896757,0.291131292,0.291131292,-0.458896757,0,118,319.32,4.04352,6,1,81.16,3
842,0,0.049516821,0,0.567839196,2.541601993,0,0,0,3,0,0,3,165.0612204,1.636363636,2.636363636,3.181818182,154.173,0.315492866,0.021557852,0.021557852,-0.315492866,0,58,165.261,1.609,1,1,12.03,1
6069,4,0.041690488,0,0.553322166,1.695615609,0,1,0,0,0,0,4,151.0633285,1.363636364,1.909090909,2.363636364,142.093,0.507964316,0.220747436,0.220747436,-0.507964316,0,58,151.165,1.3506,3,2,49.33,1
7589,4,0.145036939,0,0.540480179,-0.510825624,0,1,0,6,0,0,3,337.1437843,1.375,2.125,2.791666667,317.191,0.442045997,0.41431651,0.41431651,-0.442045997,0,130,337.351,1.1236,7,1,71.11,4
7454,4,0.225076459,0,0.611948632,2.397895273,0,4,0,2,0,2,4,481.1682848,1.181818182,1.787878788,2.303030303,453.322,0.481159427,0.305472654,0.305472654,-0.481159427,0,180,481.546,2.4017,9,3,140.92,10
2812,0,0.184518292,0,0.654941374,10.91508846,0,0,0,8,0,0,3,408.1961543,1.233333333,2,2.733333333,383.277,0.355648465,0.22629805,0.22629805,-0.355648465,0,156,408.477,3.17048,6,2,88.99,3
4109,0,0.208985296,0,0.735343384,9.680344001,0,1,0,4,0,0,12,452.2324595,1.058823529,1.882352941,2.647058824,424.338,0.349301734,0.227240362,0.227240362,-0.349301734,0,172,452.562,4.6122,7,3,91.83,6
4398,0,0.313464068,1,0.735343384,-4.791499764,0,2,0,12,0,0,8,640.3485519,0.765957447,1.382978723,2,596.437,0.381402141,0.32317844,0.32317844,-0.381402141,0,248,640.789,4.6104,12,2,125.05,7
6107,0,0.145580897,0,0.646007817,3.506457892,0,1,0,2,0,0,7,338.1242124,1.125,1.833333333,2.375,321.193,0.416030645,0.416030645,0.390108762,-0.390108762,0,128,338.329,3.0116,4,2,66.24,3
3162,0,0.160606347,0,0.683975433,10.23995979,0,1,0,0,0,0,10,365.1388935,1.071428571,1.928571429,2.75,350.28,0.345847188,0.177464268,0.177464268,-0.345847188,0,134,365.4,3.69108,7,1,95.55,3
1411,0,0.243970671,2,0.773310999,11.9316358,0,2,0,4,0,0,11,515.233268,1.078947368,1.842105263,2.526315789,485.349,0.438974172,0.279713785,0.279713785,-0.438974172,0,196,515.589,5.2928,8,2,101.37,6
1513,0,0.220086478,1,0.769960916,9.210340372,0,1,0,9,0,1,5,472.2449963,1.117647059,1.882352941,2.588235294,441.307,0.415987602,0.415987602,0.367225429,-0.367225429,0,182,472.555,5.2296,5,1,48.47,4
6510,4,0.121757761,0,0.551647125,2.727852828,0,3,0,3,0,0,4,295.1354479,1.3,2.05,2.7,274.24,0.360888948,0.215025282,0.215025282,-0.360888948,0,110,295.408,1.3212,5,2,65.2,6
5820,0,0.137743463,0,0.708542714,5.948896237,0,0,0,3,0,0,7,323.0479841,1.19047619,2.047619048,2.666666667,309.087,0.383383095,0.128952182,0.128952182,-0.383383095,0,110,324.207,4.1277,3,1,42.35,3
273,0,0.238936285,1,0.75041876,16.30041721,0,1,0,4,0,0,11,506.1287264,0.857142857,1.457142857,2,484.345,0.415912063,0.415912063,0.367980828,-0.367980828,0,184,506.521,4.8774,5,0,57.69,4
2092,0,0.176680858,0,0.567839196,10.4341158,0,0,0,5,0,0,4,394.1365084,1.25,2,2.642857143,377.221,0.433004574,0.433004574,0.381889662,-0.381889662,0,148,394.357,1.6055,8,3,102.06,3
7925,0,0.164502861,0,0.651032942,3.072693315,0,5,0,5,0,0,0,372.1972971,1.153846154,1.653846154,2.076923077,346.208,0.479288845,0.251067737,0.251067737,-0.479288845,0,146,372.416,3.104,7,1,76.58,5
196,0,0.290151587,1,0.753210497,10.95080655,0,3,0,14,0,0,6,598.3631393,1.045454545,1.727272727,2.363636364,552.424,0.381428301,0.320429562,0.320429562,-0.381428301,0,234,598.792,4.93472,9,0,93.01,6
845,0,0.120647643,0,0.675600223,1.458615023,0,3,0,3,0,0,7,293.1891977,1.181818182,2,2.727272727,270.23,0.309081315,0.065827702,0.065827702,-0.309081315,0,114,293.414,3.5417,3,0,29.02,5
7174,0,0.137793418,0,0.624232272,3.506457892,0,0,0,2,0,0,7,324.1085624,1.130434783,1.869565217,2.434782609,309.182,0.432841242,0.432841242,0.393058822,-0.393058822,0,122,324.302,2.6215,4,2,66.24,3
2579,0,0.187898602,0,0.687325516,4.762173935,0,1,0,9,0,0,8,414.1977138,0.931034483,1.586206897,2.24137931,384.331,0.381358891,0.243184418,0.243184418,-0.381358891,0,156,414.571,3.7489,5,0,49.85,6
543,0,0.169209762,0,0.68453378,9.305650552,0,2,0,4,0,0,6,380.0961412,1.2,1.96,2.6,359.729,0.456756447,0.234714355,0.234714355,-0.456756447,0,134,380.897,3.70002,5,1,58.64,5
7257,4,0.027725201,0,0.469011725,0.518793793,0,0,0,0,0,0,0,125.9718098,1.428571429,1.571428571,1.571428571,122.98,0.47219783,0.432621924,0.432621924,-0.47219783,0,42,126.004,-0.1579,5,3,94.83,1
1540,0,0.196224488,0,0.67225014,10.40426284,0,2,0,6,0,0,12,429.2528606,0.96875,1.75,2.375,398.32,0.34198825,0.253081002,0.253081002,-0.34198825,0,166,429.568,3.4757,6,0,52.57,7
6206,0,0.137255011,0,0.615857063,3.583518938,0,0,0,4,0,0,5,323.1182383,1.208333333,2.041666667,2.833333333,309.219,0.377775873,0.148342642,0.148342642,-0.377775873,0,120,323.331,2.47228,6,1,77.83,2
4844,0,0.197861912,0,0.636515913,2.302585093,0,1,0,3,0,0,12,432.2161408,1.125,1.875,2.59375,404.3,0.386781755,0.266968947,0.266968947,-0.386781755,0,166,432.524,2.8397,7,3,96.25,7
394,0,0.247889388,1,0.713567839,7.495541944,0,1,0,11,0,0,9,522.2743243,0.923076923,1.717948718,2.564102564,488.381,0.48478117,0.273989558,0.273989558,-0.48478117,0,200,522.653,4.22202,8,0,66.73,5
6039,4,0.188670134,0,0.721384701,0.773343723,0,2,0,7,0,0,7,415.1914215,1,1.655172414,2.310344828,385.721,0.492858791,0.166202096,0.166202096,-0.492858791,0,156,415.961,4.7829,4,0,38.77,6
7895,0,0.194220725,0,0.640982691,-4.199705078,0,0,0,10,0,0,6,425.1982382,0.9,1.633333333,2.3,397.74,0.369666133,0.225923057,0.225923057,-0.369666133,0,158,425.964,2.9181,6,2,60.5,3
2702,0,0.214552539,0,0.625348967,8.853665428,0,5,0,3,0,0,6,462.2630909,1.205882353,1.852941176,2.411764706,428.322,0.357075371,0.246791368,0.246791368,-0.357075371,0,180,462.594,2.64224,7,2,91.4,6
6260,4,0.243437814,2,0.883305416,2.128231706,0,3,0,3,0,0,14,514.2368762,0.871794872,1.615384615,2.358974359,484.389,0.477623278,0.335815767,0.335815767,-0.477623278,0,194,514.629,7.26442,6,1,72.94,7
4913,0,0.211016813,0,0.61641541,2.708050201,0,0,0,2,0,0,7,456.0094665,1.4,2.24,3,442.103,0.393874382,0.276586109,0.276586109,-0.393874382,0,130,456.215,2.4753,7,3,87.89,6
4757,0,0.307774713,2,0.807370184,1.62924054,0,4,0,3,0,0,9,629.1859548,1.139534884,1.906976744,2.604651163,596.272,0.494434726,0.241807482,0.241807482,-0.494434726,0,228,630.544,5.9012,8,4,108.92,8
4261,0,0.186721877,0,0.681183696,11.1844214,0,0,0,4,0,1,9,412.1535405,0.903225806,1.64516129,2.322580645,392.289,0.462071114,0.282894821,0.282894821,-0.462071114,0,154,412.449,3.6415,7,2,91.85,2
4649,4,0.117888999,0,0.695700726,-2.302585093,0,3,0,7,0,0,3,288.2201635,1.285714286,2,2.666666667,260.211,0.324234949,0.241244518,0.241244518,-0.324234949,0,116,288.435,3.89654,3,1,32.34,5
6159,4,0.127241745,0,0.5773311,2.459588842,0,2,0,2,0,1,2,305.1011706,1.409090909,2,2.454545455,290.17,0.504062092,0.314750278,0.314750278,-0.504062092,0,116,305.29,1.78138,8,2,127.7,5
3615,0,0.217338936,0,0.649916248,10.27505111,0,2,0,12,0,0,3,467.2784067,1.117647059,1.911764706,2.647058824,430.314,0.381430332,0.253115131,0.253115131,-0.381430332,0,184,467.61,3.077,7,1,72.8,7
5791,0,0.180077819,0,0.682858738,4.465908119,0,0,0,5,0,0,10,400.189926,1.1,1.933333333,2.833333333,376.29,0.39099219,0.254857845,0.254857845,-0.39099219,0,152,400.482,3.6661,6,2,80.04,4
7777,4,0.118405204,0,0.585706309,2.028148247,0,1,0,5,0,0,5,289.1677936,1.285714286,1.904761905,2.476190476,266.191,0.461723776,0.315549855,0.315549855,-0.461723776,0,114,289.375,1.9309,4,1,49.77,4
4905,4,0.214508134,0,0.465103294,-3.036554268,0,1,0,2,0,0,5,462.0780097,1.35483871,2.096774194,2.741935484,444.369,0.476560678,0.352158502,0.352158502,-0.476560678,0,162,462.513,-0.2256,11,3,150.54,7
277,0,0.23785947,1,0.575097711,17.57671067,0,2,0,8,0,0,6,504.1842692,0.914285714,1.542857143,2.142857143,475.352,0.377777814,0.255626667,0.255626667,-0.377777814,0,188,504.584,1.7354,9,1,99.26,6
7802,4,0.21287071,0,0.75041876,1.064710737,0,5,0,3,0,2,4,459.2421014,1.090909091,1.696969697,2.212121212,425.286,0.481159427,0.305472654,0.305472654,-0.481159427,0,180,459.558,4.8807,6,3,99.88,11
7170,4,0.122168505,0,0.721384701,-2.813410717,0,0,0,1,0,0,7,295.016684,1.052631579,1.684210526,2.315789474,285.065,0.480985214,0.307395877,0.307395877,-0.480985214,0,98,296.153,4.3641,3,2,49.33,4
7576,4,0.067839321,0,0.628699051,4.025351691,0,0,0,4,0,0,4,198.1156984,1.066666667,1.866666667,2.8,184.157,0.397902276,0.07257163,0.07257163,-0.397902276,0,76,198.269,2.6958,2,2,38.91,0
6003,0,0.191223406,0,0.696259073,1.609437912,0,4,0,5,0,0,7,420.2637596,1.290322581,2.064516129,2.806451613,388.305,0.317860272,0.276030378,0.276030378,-0.317860272,0,164,420.561,3.9145,7,2,78.84,7
3493,0,0.136150443,0,0.571747627,10.41930072,0,2,0,1,0,0,7,321.1338081,1.125,1.958333333,2.666666667,306.224,0.4967682,0.220638054,0.220638054,-0.4967682,0,120,321.344,1.6787,8,0,83.54,4
6204,0,0.141151526,0,0.602456728,3.33220451,0,0,0,3,0,0,6,330.1229091,1.28,2.2,3.04,316.239,0.359562346,0.160940429,0.160940429,-0.359562346,0,122,330.351,2.22536,7,1,101.62,2
532,0,0.203445807,1,0.793969849,9.035986985,0,2,0,2,0,0,14,442.1714991,0.96875,1.59375,2.25,416.376,0.616291805,0.252495025,0.252495025,-0.616291805,0,162,442.584,5.6614,4,1,65.05,7
3299,4,0.090074988,0,0.63707426,10.51867319,0,1,0,2,0,0,8,238.1469986,1.055555556,1.833333333,2.611111111,220.19,0.398457076,0.036224075,0.036224075,-0.398457076,0,92,238.334,2.8461,2,2,29.26,1
6549,4,0.103879308,0,0.405918481,1.16315081,0,0,0,1,0,0,2,263.0717623,1.611111111,2.277777778,2.777777778,252.112,0.393564363,0.351313799,0.351313799,-0.393564363,0,100,263.2,-1.2886,7,4,110.6,2
8221,0,0.130599852,0,0.590731435,1.526056303,0,0,0,2,0,0,9,311.1269914,1.086956522,1.782608696,2.434782609,294.205,0.373617979,0.274135914,0.274135914,-0.373617979,0,118,311.341,2.023,6,3,81.67,4
6574,0,0.16364807,0,0.710776103,12.11724143,0,2,0,3,0,0,8,370.1448057,1.192307692,1.884615385,2.576923077,347.696,0.354014465,0.254700726,0.254700726,-0.354014465,0,136,370.88,4.1668,4,1,49.41,6
4434,4,0.106954335,0,0.556113903,-2.302585093,0,0,0,6,0,0,4,268.0978555,1.277777778,1.944444444,2.611111111,251.608,0.378792718,0.250824807,0.250824807,-0.378792718,0,98,268.744,1.402,4,1,41.57,4
5868,0,0.155066857,0,0.634282524,8.732304571,0,2,0,0,0,0,9,355.0990624,0.92,1.56,2.12,338.283,0.48098356,0.212408875,0.212408875,-0.48098356,0,128,355.419,2.8049,6,2,95.17,4
7025,0,0.194564861,0,0.634282524,2.48490665,0,2,0,6,0,0,8,426.1977138,1.066666667,1.7,2.266666667,396.342,0.387858511,0.229319007,0.229319007,-0.387858511,0,160,426.582,2.7974,5,2,69.64,6
3083,0,0.216423088,0,0.594639866,10.16585182,0,1,0,7,0,0,4,465.1237529,1.35483871,2.096774194,2.806451613,441.771,0.368561511,0.24064384,0.24064384,-0.368561511,0,166,465.963,2.0866,9,2,124.32,7
187,0,0.243954019,2,0.821328867,16.70588232,0,1,0,4,0,0,10,515.1602807,1.027777778,1.722222222,2.416666667,491.369,0.435937294,0.416666121,0.416666121,-0.435937294,0,188,515.561,6.1519,7,2,83.4,6
5078,0,0.181742997,0,0.701842546,11.53272809,0,2,0,4,0,0,10,403.1895917,1.033333333,1.8,2.566666667,378.282,0.492869979,0.254360647,0.254360647,-0.492869979,0,154,403.482,4.0081,6,0,64.55,6
4944,4,0.210123168,1,0.762144054,2.890371758,0,7,0,5,0,0,6,454.2831577,0.848484848,1.424242424,1.96969697,416.307,0.492869979,0.160544318,0.160544318,-0.492869979,0,180,454.611,5.09308,6,0,63.95,13
2217,0,0.135861812,0,0.675041876,9.76995616,0,5,0,0,0,0,3,320.1291556,1.318181818,1.909090909,2.363636364,299.652,0.487586077,0.216629489,0.216629489,-0.487586077,0,118,320.82,3.52978,4,1,62.12,3
2764,0,0.224243871,1,0.763819095,2.965273066,0,0,0,8,0,0,14,479.2227216,0.911764706,1.529411765,2.235294118,445.776,0.490081916,0.16642695,0.16642695,-0.490081916,0,180,480.048,5.5432,4,1,49.77,10
6583,4,0.062266528,0,0.560580681,-3.717278929,0,2,0,0,0,0,6,188.094963,1.142857143,1.785714286,2.285714286,176.134,0.285363179,0.271112715,0.271112715,-0.285363179,0,72,188.23,1.48442,3,0,26.93,1
4209,4,0.102275187,0,0.654941374,-3.33260459,0,1,0,0,0,0,7,260.0507152,1.166666667,1.833333333,2.333333333,248.218,0.480788502,0.310185355,0.310185355,-0.480788502,0,92,260.314,3.1672,3,1,54.37,4
2913,0,0.223894184,0,0.74427694,8.853665428,0,0,0,8,0,0,4,479.1643609,0.848484848,1.393939394,1.878787879,456.237,0.572596317,0.572596317,0.405797347,-0.405797347,0,182,479.421,4.7741,6,1,61.88,3
3623,0,0.173628033,0,0.674483529,10.27505111,0,5,0,0,0,0,3,388.1302182,1.296296296,1.962962963,2.481481481,367.687,0.489099389,0.308598736,0.308598736,-0.489099389,0,142,388.855,3.5151,7,1,101.04,4
6616,0,0.188969866,1,0.762702401,10.96819829,0,3,0,1,0,0,12,416.1900063,0.967741935,1.64516129,2.35483871,391.296,0.349406635,0.254983178,0.254983178,-0.349406635,0,158,416.496,5.1045,4,1,49.41,4
987,0,0.211766143,0,0.733109994,13.09190417,0,0,0,13,0,0,3,457.2540837,0.848484848,1.363636364,1.909090909,424.301,0.338423008,0.317344933,0.317344933,-0.338423008,0,178,457.565,4.5713,5,1,52.65,2
3909,0,0.377484583,2,0.916806253,12.29682701,0,8,0,20,0,0,0,755.5812372,0.777777778,1.462962963,2.12962963,678.51,0.46748543,0.327869946,0.327869946,-0.46748543,0,308,756.126,7.855,9,5,147.82,16
3829,0,0.090063887,0,0.592406477,12.12973141,0,1,0,3,0,0,3,238.0775987,1.5,2.375,3.125,224.2,0.496683562,0.165866135,0.165866135,-0.496683562,0,86,238.312,2.046,4,2,58.14,5
6127,4,0.17125793,0,0.710217755,3.218875825,0,3,0,10,0,0,4,384.244664,1,1.615384615,2.192307692,348.298,0.388420717,0.229318852,0.229318852,-0.388420717,0,150,384.586,4.164,5,2,69.64,14
3161,0,0.128390717,0,0.621998883,9.798127037,0,2,0,1,0,0,6,307.1545435,1.260869565,2.173913043,3.043478261,290.225,0.368911985,0.177582816,0.177582816,-0.368911985,0,116,307.361,2.5842,7,2,83.79,4
2337,0,0.212793002,0,0.639865997,8.853665428,0,3,0,8,0,0,3,458.1851462,1.1,1.7,2.233333333,427.162,0.395726097,0.314736559,0.314736559,-0.395726097,0,168,459.418,2.8954,7,4,93.7,7
914,0,0.139680619,0,0.692908989,9.472704636,0,1,0,0,0,0,5,327.0498576,1.227272727,2,2.727272727,318.625,0.417418415,0.417418415,0.339999692,-0.339999692,0,114,327.697,3.84852,5,1,55.11,2
5525,0,0.193354833,0,0.401451703,0,0,4,0,1,0,0,0,424.136947,1.033333333,1.7,2.333333333,400.21,0.459251606,0.342514712,0.342514712,-0.459251606,0,164,424.402,-1.3695,10,3,148.82,0
1852,0,0.205083231,0,0.75265215,3.871201011,0,5,0,0,0,0,9,445.2226231,1.060606061,1.818181818,2.454545455,418.311,0.480983551,0.325567212,0.325567212,-0.480983551,0,170,445.527,4.91592,9,3,109.75,5
7700,4,0.126131627,0,0.576772753,2.772588722,0,2,0,2,0,0,4,303.1019195,1.454545455,2.227272727,2.954545455,289.181,0.461212997,0.358400963,0.358400963,-0.461212997,0,114,303.293,1.7737,6,0,64.43,2
3937,0,0.224699019,0,0.715242881,18.09217668,0,1,0,4,0,0,8,480.1176028,1.090909091,1.909090909,2.545454545,460.714,0.479895362,0.411295975,0.411295975,-0.479895362,0,174,480.874,4.252,7,1,86.23,9
1817,0,0.218460155,0,0.648799553,9.952277717,0,3,0,11,0,0,3,469.2940567,1.235294118,2,2.705882353,430.314,0.394234831,0.25344603,0.25344603,-0.394234831,0,186,469.626,3.059,7,2,83.8,8
1888,0,0.143410616,0,0.648241206,9.104979856,0,0,0,6,0,0,10,334.1793613,0.76,1.36,2.04,312.247,0.337548327,0.240640682,0.240640682,-0.337548327,0,128,334.423,3.0544,5,0,45.4,5
8538,0,0.146197013,0,0.584589615,9.903487553,0,0,0,4,0,0,4,339.0711334,1.272727273,2,2.636363636,322.306,0.397629422,0.304446164,0.304446164,-0.397629422,0,118,339.442,1.9065,6,4,105.05,4
844,0,0.215079845,0,0.661641541,3.139832618,0,3,0,8,0,0,2,463.2219544,1.205882353,2,2.735294118,434.306,0.482284699,0.253389333,0.253389333,-0.482284699,0,178,463.538,3.28626,9,1,102.34,2
3375,0,0.166906267,0,0.661641541,2.079441542,0,0,0,1,0,0,5,376.0538597,1.307692308,2.038461538,2.653846154,365.662,0.321665236,0.259666089,0.259666089,-0.321665236,0,132,376.75,3.29458,6,2,94.88,4
7478,0,0.187337992,0,0.642099386,6.802394763,0,0,0,15,0,0,3,413.267842,0.866666667,1.566666667,2.266666667,378.282,0.49029088,0.319663388,0.319663388,-0.49029088,0,164,413.562,2.9351,6,0,45.25,3
2640,0,0.156981811,0,0.713567839,3.970291914,0,0,0,7,0,0,7,358.1448057,1.16,1.92,2.6,335.685,0.388053448,0.252417483,0.252417483,-0.388053448,0,132,358.869,4.2171,4,2,62.22,4
6439,0,0.143421717,0,0.672808487,12.41308681,0,3,0,4,0,0,3,334.1351136,1.173913043,1.869565217,2.47826087,312.265,0.360784242,0.240599793,0.240599793,-0.360784242,0,124,334.441,3.48776,5,1,72.2,4
5752,4,0.102275187,0,0.654941374,-0.274436846,0,1,0,0,0,0,7,260.0507152,1.166666667,1.833333333,2.333333333,248.218,0.480788502,0.310185355,0.310185355,-0.480788502,0,92,260.314,3.1672,3,1,54.37,4
2847,0,0.115635459,0,0.710776103,13.94802894,0,2,0,1,0,0,7,284.0983341,1.15,1.95,2.7,268.256,0.496683562,0.166192457,0.166192457,-0.496683562,0,102,284.384,4.17222,3,1,37.91,4
